,set_num,name_x,year,theme_id,num_parts,id,name_y,parent_id
6241,7624-1,Jungle Duel,2008,265,91,265,Kingdom of the Crystal Skull,264.0
6242,7625-1,River Chase,2008,265,233,265,Kingdom of the Crystal Skull,264.0
6243,7626-1,Jungle Cutter,2008,265,515,265,Kingdom of the Crystal Skull,264.0
6244,7627-1,Temple of the Crystal Skull,2008,265,929,265,Kingdom of the Crystal Skull,264.0
6245,7628-1,Peril in Peru,2008,265,625,265,Kingdom of the Crystal Skull,264.0
6246,comcon002-1,Indiana Jones Brickmaster Pack - San Diego Comic-Con 2008 Exclusive,2008,265,114,265,Kingdom of the Crystal Skull,264.0
7381,2856197-1,Shadow ARF Trooper,2011,178,5,178,Minifig Pack,158.0
7382,5000062-1,Darth Maul,2012,178,3,178,Minifig Pack,158.0
7383,5000063-1,TC-14,2012,178,3,178,Minifig Pack,158.0
7384,5002122-1,TC-4,2014,178,3,178,Minifig Pack,158.0
7755,30162-1,Quinjet,2012,487,33,487,Avengers,482.0
7756,30163-1,Thor and the Cosmic Cube,2012,487,25,487,Avengers,482.0
7757,30165-1,Hawkeye with Equipment,2012,487,24,487,Avengers,482.0
7758,30304-1,The Avengers Quinjet,2015,487,56,487,Avengers,482.0
7759,5000022-1,Hulk,2012,487,4,487,Avengers,482.0
7760,5002943-1,Winter Soldier,2015,487,1,487,Avengers,482.0
7761,5002946-1,Silver Centurion,2016,487,0,487,Avengers,482.0
7762,5003084-1,The Hulk,2015,487,14,487,Avengers,482.0
7763,5004552-1,Super Heroes Avengers Collection,2015,487,6,487,Avengers,482.0
7764,6001095-1,Hulk,2012,487,4,487,Avengers,482.0
7765,6865-1,Captain America's Avenging Cycle,2012,487,71,487,Avengers,482.0
7766,6867-1,Loki's Cosmic Cube Escape,2012,487,180,487,Avengers,482.0
7767,6868-1,Hulk’s Helicarrier Breakout,2012,487,385,487,Avengers,482.0
7768,6869-1,Quinjet Aerial Battle,2012,487,748,487,Avengers,482.0
7769,76017-1,Captain America vs. Hydra,2014,487,179,487,Avengers,482.0
7770,76018-1,Hulk Lab Smash,2014,487,396,487,Avengers,482.0
7771,76029-1,Iron Man vs. Ultron,2015,487,92,487,Avengers,482.0
7772,76030-1,Avengers Hydra Showdown,2015,487,219,487,Avengers,482.0
7773,76031-1,The Hulk Buster Smash,2015,487,247,487,Avengers,482.0
7774,76032-1,The Avengers Quinjet Chase,2015,487,720,487,Avengers,482.0
7775,76038-1,Attack on Avengers Tower,2015,487,513,487,Avengers,482.0
7776,76041-1,The Hydra Fortress Smash,2015,487,404,487,Avengers,482.0
7777,76042-1,The SHIELD Helicarrier,2015,487,2995,487,Avengers,482.0
7778,76048-1,Iron Skull Sub Attack,2016,487,333,487,Avengers,482.0
7779,76049-1,Avenjet Space Mission,2016,487,521,487,Avengers,482.0
7780,comcon046-1,All New Captain America (Sam Wilson) - San Diego Comic-Con 2015 Exclusive,2015,487,5,487,Avengers,482.0
7781,SDCC2015-1,Throne of Ultron,2015,487,196,487,Avengers,482.0
7782,30167-1,Iron Man vs. Fighting Drone,2013,490,24,490,Iron Man,482.0
7783,30168-1,Gun Mounting System,2013,490,16,490,Iron Man,482.0
7784,76006-1,Iron Man: Extremis Sea Port Battle,2013,490,194,490,Iron Man,482.0
7785,76007-1,Iron Man: Malibu Mansion Attack,2013,490,363,490,Iron Man,482.0
7786,76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,2013,490,91,490,Iron Man,482.0
7822,30210-1,Frodo with Cooking Corner,2012,566,35,566,The Lord of the Rings,561.0
7823,30211-1,Uruk Hai with Ballista,2012,566,21,566,The Lord of the Rings,561.0
7824,5000202-1,Elrond,2012,566,6,566,The Lord of the Rings,561.0
7825,5001132-1,The Lord of the Rings Collection,2012,566,7,566,The Lord of the Rings,561.0
7826,30212-1,Mirkwood Elf Guard,2012,563,27,563,An Unexpected Journey,562.0
7827,30213-1,Gandalf at Dol Guldur,2012,563,31,563,An Unexpected Journey,562.0
7828,79000-1,Riddles for The Ring,2012,563,105,563,An Unexpected Journey,562.0
7829,79001-1,Escape from Mirkwood Spiders,2012,563,298,563,An Unexpected Journey,562.0
7830,79002-1,Attack of the Wargs,2012,563,400,563,An Unexpected Journey,562.0
7831,79003-1,An Unexpected Gathering,2012,563,666,563,An Unexpected Journey,562.0
7832,79004-1,Barrel Escape,2012,563,333,563,An Unexpected Journey,562.0
7833,79010-1,The Goblin King Battle,2012,563,838,563,An Unexpected Journey,562.0
7834,comcon033-1,Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive,2013,563,130,563,An Unexpected Journey,562.0
7835,30215-1,Legolas Greenleaf,2013,564,33,564,The Desolation of Smaug,562.0
7836,30216-1,Lake-town Guard,2013,564,31,564,The Desolation of Smaug,562.0
7837,79011-1,Dol Guldur Ambush,2013,564,217,564,The Desolation of Smaug,562.0
7838,79012-1,Mirkwood Elf Army,2013,564,276,564,The Desolation of Smaug,562.0
7839,79013-1,Lake-town Chase,2013,564,469,564,The Desolation of Smaug,562.0
7840,79014-1,Dol Guldur Battle,2013,564,795,564,The Desolation of Smaug,562.0
7871,30244-1,Anakin's Jedi Intercepter,2014,159,45,159,Mini,158.0
7872,30272-1,A-Wing Starfighter,2015,159,58,159,Mini,158.0
7873,30274-1,AT-DP,2015,159,65,159,Mini,158.0
7874,30275-1,TIE Advanced Prototype,2015,159,47,159,Mini,158.0
7875,30278-1,Poe's X-wing Fighter,2015,159,64,159,Mini,158.0
7876,3219-1,TIE Fighter - Mini,2003,159,12,159,Mini,158.0
7877,4207901-1,Star Wars MINI Bonus Pack,2003,159,4,159,Mini,158.0
7878,4484-1,X-wing Fighter & TIE Advanced - Mini,2003,159,72,159,Mini,158.0
7879,4485-1,Sebulba's Podracer & Anakin's Podracer - Mini,2003,159,72,159,Mini,158.0
7880,4486-1,AT-ST & Snowspeeder - Mini,2003,159,76,159,Mini,158.0
7881,4487-1,Jedi Starfighter & Slave I - Mini,2003,159,53,159,Mini,158.0
7882,4488-1,Millennium Falcon - Mini,2003,159,87,159,Mini,158.0
7883,4489-1,AT-AT - Mini,2003,159,98,159,Mini,158.0
7884,4490-1,Republic Gunship - Mini,2003,159,102,159,Mini,158.0
7885,4491-1,Trade Federation MTT - Mini,2003,159,99,159,Mini,158.0
7886,4492-1,Imperial Star Destroyer - Mini,2004,159,87,159,Mini,158.0
7887,4493-1,Sith Infiltrator - Mini,2004,159,55,159,Mini,158.0
7888,4494-1,Imperial Shuttle - Mini,2004,159,82,159,Mini,158.0
7889,4495-1,AT-TE - Mini,2004,159,63,159,Mini,158.0
7890,66514-1,"Star Wars Microfighters Super Pack 3 in 1 (75028, 75029, 75030)",2014,159,3,159,Mini,158.0
7891,66515-1,"Star Wars Microfighters Super Pack 3 in 1 (75031, 75032, 75033)",2014,159,3,159,Mini,158.0
7892,6963-1,X-wing Fighter - Mini (Kabaya Box),2004,159,41,159,Mini,158.0
7893,6963-2,X-wing Fighter - Mini (Polybag),2004,159,41,159,Mini,158.0
7894,6964-1,Boba Fett's Slave I - Mini (Kabaya Box),2004,159,25,159,Mini,158.0
7895,6964-2,Boba Fett's Slave I - Mini (Polybag),2004,159,25,159,Mini,158.0
7896,6965-1,TIE Interceptor - Mini (Kabaya Box),2004,159,32,159,Mini,158.0
7897,6966-1,Jedi Starfighter - Mini,2005,159,38,159,Mini,158.0
7898,6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,38,159,Mini,158.0
7899,6967-1,ARC-170 Starfighter - Mini,2005,159,42,159,Mini,158.0
7900,6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,42,159,Mini,158.0
7901,6968-1,Mini Wookiee Attack,2005,159,48,159,Mini,158.0
7902,75030-1,Millennium Falcon,2014,159,94,159,Mini,158.0
7903,75031-1,TIE Interceptor,2014,159,92,159,Mini,158.0
7904,75032-1,X-Wing Fighter,2014,159,97,159,Mini,158.0
7905,75033-1,Star Destroyer,2014,159,97,159,Mini,158.0
7906,75072-1,ARC-170 Starfighter,2015,159,95,159,Mini,158.0
7907,75073-1,Vulture Droid,2015,159,77,159,Mini,158.0
7908,75074-1,Snowspeeder,2015,159,97,159,Mini,158.0
7909,75075-1,AT-AT,2015,159,88,159,Mini,158.0
7910,75076-1,Republic Gunship,2015,159,105,159,Mini,158.0
7911,75077-1,Homing Spider Droid,2015,159,102,159,Mini,158.0
7912,75127-1,The Ghost,2016,159,104,159,Mini,158.0
7913,75161-1,Tie Striker Microfighter,2017,159,87,159,Mini,158.0
7914,75163-1,Krennics Imperial Shuttle Microfighter,2017,159,77,159,Mini,158.0
7915,8029-1,Mini Snowspeeder,2008,159,66,159,Mini,158.0
7916,K4487-1,Star Wars Miniatures Kit I,2003,159,4,159,Mini,158.0
7917,K4488-1,Star Wars Miniatures Kit II,2003,159,4,159,Mini,158.0
7918,K4492-1,Star Wars Miniatures Kit III,2004,159,5,159,Mini,158.0
7919,SW911508-1,Mini Slave 1,2015,159,20,159,Mini,158.0
7920,SW911510-1,Star Destroyer and TIE Fighter foil pack,2015,159,21,159,Mini,158.0
7921,SWCOMIC1-1,X-Wing,2015,159,23,159,Mini,158.0
8035,30277-1,First Order Star Destroyer,2016,184,56,184,Star Wars Episode 7,158.0
8036,30279-1,Kylo Ren's Command Shuttle,2016,184,43,184,Star Wars Episode 7,158.0
8037,30605-1,Finn (FN-2187),2016,184,3,184,Star Wars Episode 7,158.0
8038,5004406-1,First Order General,2016,184,4,184,Star Wars Episode 7,158.0
8039,75113-1,Rey,2016,184,84,184,Star Wars Episode 7,158.0
8040,75114-1,First Order Stormtrooper,2016,184,81,184,Star Wars Episode 7,158.0
8041,75115-1,Poe Dameron,2016,184,101,184,Star Wars Episode 7,158.0
8042,75116-1,Finn,2016,184,98,184,Star Wars Episode 7,158.0
8043,75117-1,Kylo Ren,2016,184,86,184,Star Wars Episode 7,158.0
8044,75118-1,Captain Phasma,2016,184,82,184,Star Wars Episode 7,158.0
8045,75125-1,Resistance X-Wing Fighter,2016,184,87,184,Star Wars Episode 7,158.0
8046,75126-1,First Order Snowspeeder,2016,184,91,184,Star Wars Episode 7,158.0
8047,75131-1,Resistance Trooper Battle Pack,2016,184,112,184,Star Wars Episode 7,158.0
8048,75132-1,First Order Battle Pack,2016,184,88,184,Star Wars Episode 7,158.0
8049,75139-1,Battle on Takodana,2016,184,403,184,Star Wars Episode 7,158.0
8050,75140-1,Resistance Troop Transporter,2016,184,644,184,Star Wars Episode 7,158.0
8051,75148-1,Encounter on Jakku,2016,184,529,184,Star Wars Episode 7,158.0
8052,75149-1,Resistance X-Wing Fighter,2016,184,738,184,Star Wars Episode 7,158.0
8053,75180-1,"Rathtar"" Escape",2017,184,836,184,Star Wars Episode 7,158.0
8115,30447-1,Captain America's Motorcycle,2016,493,25,493,Marvel,482.0
8116,30449-1,The Milano,2017,493,64,493,Marvel,482.0
8117,76036-1,Carnage's Shield Sky Attack,2015,493,96,493,Marvel,482.0
8118,76037-1,Rhino and Sandman Supervillain Team-up,2015,493,385,493,Marvel,482.0
8119,76039-1,Ant-Man Final Battle,2015,493,194,493,Marvel,482.0
8120,76047-1,Black Panther Pursuit,2016,493,284,493,Marvel,482.0
8121,76050-1,Crossbones’ Hazard Heist,2016,493,178,493,Marvel,482.0
8122,76060-1,Doctor Strange's Sanctum Sanctorum,2016,493,357,493,Marvel,482.0
8123,76067-1,Tanker Truck Takedown,2016,493,329,493,Marvel,482.0
8124,76073-1,Mighty Micros: Wolverine vs. Magneto,2017,493,84,493,Marvel,482.0
8125,76076-1,Captain America Jet Pursuit,2017,493,159,493,Marvel,482.0
8126,76077-1,Iron Man: Detroit Steel Strikes,2017,493,376,493,Marvel,482.0
8127,76078-1,Hulk vs. Red Hulk,2017,493,374,493,Marvel,482.0
8128,76082-1,ATM Heist Battle,2017,493,184,493,Marvel,482.0
8129,76083-1,Beware the Vulture,2017,493,374,493,Marvel,482.0
8144,30496-1,U-Wing Fighter,2017,185,55,185,Star Wars Rogue One,158.0
8145,75119-1,Sergeant Jyn Erso,2016,185,104,185,Star Wars Rogue One,158.0
8146,75120-1,K-2SO,2016,185,169,185,Star Wars Rogue One,158.0
8147,75121-1,Imperial Death Trooper,2016,185,105,185,Star Wars Rogue One,158.0
8148,75152-1,Imperial Assault Hovertank,2016,185,385,185,Star Wars Rogue One,158.0
8149,75153-1,AT-ST Walker,2016,185,448,185,Star Wars Rogue One,158.0
8150,75154-1,TIE Striker,2016,185,541,185,Star Wars Rogue One,158.0
8151,75155-1,Rebel U-Wing Fighter,2016,185,657,185,Star Wars Rogue One,158.0
8152,75156-1,Krennic’s Imperial Shuttle,2016,185,861,185,Star Wars Rogue One,158.0
8153,75160-1,U-wing,2017,185,108,185,Star Wars Rogue One,158.0
8154,75164-1,Rebel Trooper Battle Pack,2017,185,119,185,Star Wars Rogue One,158.0
8155,75165-1,Imperial Trooper Battle Pack,2017,185,112,185,Star Wars Rogue One,158.0
8156,75171-1,Battle on Scarif,2017,185,419,185,Star Wars Rogue One,158.0
8157,75172-1,Y-Wing Starfighter,2017,185,688,185,Star Wars Rogue One,158.0
8467,3340-1,Star Wars #1 - Sith Minifig Pack,2000,166,30,166,Star Wars Episode 1,158.0
8468,3343-1,Star Wars #4 - Battle Droid Minifig Pack,2000,166,33,166,Star Wars Episode 1,158.0
8469,4151270-1,Star Wars Co-Pack of 7121 and 7111,2000,166,2,166,Star Wars Episode 1,158.0
8470,6005188-1,Darth Maul,2012,166,8,166,Star Wars Episode 1,158.0
8471,65028-1,Star Wars Co-Pack of 7115 7124 and 7141,2001,166,3,166,Star Wars Episode 1,158.0
8472,65034-1,Star Wars Co-Pack of 7121 and 7161,2001,166,2,166,Star Wars Episode 1,158.0
8473,66396-1,Star Wars Super Pack 3 in 1 (7877 7929 7913),2011,166,3,166,Star Wars Episode 1,158.0
8474,7101-1,Lightsaber Duel,1999,166,52,166,Star Wars Episode 1,158.0
8475,7111-1,Droid Fighter,1999,166,62,166,Star Wars Episode 1,158.0
8476,7115-1,Gungan Patrol,2000,166,79,166,Star Wars Episode 1,158.0
8477,7121-1,Naboo Swamp,1999,166,82,166,Star Wars Episode 1,158.0
8478,7124-1,Flash Speeder,2000,166,107,166,Star Wars Episode 1,158.0
8479,7126-1,Battle Droid Carrier,2001,166,133,166,Star Wars Episode 1,158.0
8480,7131-1,Anakin's Podracer,1999,166,136,166,Star Wars Episode 1,158.0
8481,7141-1,Naboo Fighter,1999,166,179,166,Star Wars Episode 1,158.0
8482,7151-1,Sith Infiltrator,1999,166,244,166,Star Wars Episode 1,158.0
8483,7155-1,Trade Federation AAT,2000,166,159,166,Star Wars Episode 1,158.0
8484,7159-1,Star Wars Podracing Bucket,2000,166,292,166,Star Wars Episode 1,158.0
8485,7161-1,Gungan Sub,1999,166,379,166,Star Wars Episode 1,158.0
8486,7171-1,Mos Espa Podrace,1999,166,913,166,Star Wars Episode 1,158.0
8487,7184-1,Trade Federation MTT,2000,166,466,166,Star Wars Episode 1,158.0
8488,7186-1,Watto's Junkyard,2001,166,449,166,Star Wars Episode 1,158.0
8489,7203-1,Jedi Defense I,2002,166,59,166,Star Wars Episode 1,158.0
8490,7204-1,Jedi Defense II,2002,166,53,166,Star Wars Episode 1,158.0
8491,75058-1,MTT,2014,166,951,166,Star Wars Episode 1,158.0
8492,75080-1,AAT,2015,166,251,166,Star Wars Episode 1,158.0
8493,75086-1,Battle Droid Troop Carrier,2015,166,565,166,Star Wars Episode 1,158.0
8494,75091-1,Flash Speeder,2015,166,311,166,Star Wars Episode 1,158.0
8495,75092-1,Naboo Starfighter,2015,166,440,166,Star Wars Episode 1,158.0
8496,75096-1,Sith Infiltrator,2015,166,659,166,Star Wars Episode 1,158.0
8497,75169-1,Duel on Naboo,2017,166,207,166,Star Wars Episode 1,158.0
8498,7660-1,Naboo N-1 Starfighter and Vulture Droid,2007,166,279,166,Star Wars Episode 1,158.0
8499,7662-1,Trade Federation MTT,2007,166,1326,166,Star Wars Episode 1,158.0
8500,7663-1,Sith Infiltrator,2007,166,310,166,Star Wars Episode 1,158.0
8501,7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,166,920,166,Star Wars Episode 1,158.0
8502,7877-1,Naboo Starfighter,2011,166,317,166,Star Wars Episode 1,158.0
8503,7929-1,The Battle of Naboo,2011,166,241,166,Star Wars Episode 1,158.0
8504,7961-1,Darth Maul's Sith Infiltrator,2011,166,478,166,Star Wars Episode 1,158.0
8505,7962-1,Anakin's and Sebulba's Podracers,2011,166,810,166,Star Wars Episode 1,158.0
8506,9499-1,Gungan Sub,2012,166,464,166,Star Wars Episode 1,158.0
8507,9674-1,Naboo Starfighter & Naboo,2012,166,56,166,Star Wars Episode 1,158.0
8508,9675-1,Sebulba's Podracer & Tatooine,2012,166,80,166,Star Wars Episode 1,158.0
8509,VP-11,Star Wars Co-Pack of 7101 7111 and 7131,2000,166,3,166,Star Wars Episode 1,158.0
8510,VP-12,Star Wars Co-Pack of 7121 and 7151,2000,166,2,166,Star Wars Episode 1,158.0
8511,VP-3,Star Wars Co-Pack of 7131 and 7151,2000,166,2,166,Star Wars Episode 1,158.0
8512,VP-4,Star Wars Co-Pack of 7101 7111 and 7171,2000,166,3,166,Star Wars Episode 1,158.0
9448,4478-1,"Geonosian Fighter, Black Box",2003,167,171,167,Star Wars Episode 2,158.0
9449,4478-2,Geonosian Fighter Blue Box,2004,167,153,167,Star Wars Episode 2,158.0
9450,4482-1,AT-TE,2003,167,650,167,Star Wars Episode 2,158.0
9451,65106-1,Episode II Co-Pack (contains 7103 7113),2002,167,2,167,Star Wars Episode 2,158.0
9452,65153-1,Jango Fett's Slave I (Set 7153) with Carrying Case,2002,167,1,167,Star Wars Episode 2,158.0
9453,7103-1,Jedi Duel,2002,167,82,167,Star Wars Episode 2,158.0
9454,7113-1,Tusken Raider Encounter,2002,167,93,167,Star Wars Episode 2,158.0
9455,7133-1,Bounty Hunter Pursuit,2002,167,254,167,Star Wars Episode 2,158.0
9456,7143-1,Jedi Starfighter,2002,167,139,167,Star Wars Episode 2,158.0
9457,7153-1,Jango Fett's Slave I,2002,167,360,167,Star Wars Episode 2,158.0
9458,7163-1,Republic Gunship,2002,167,697,167,Star Wars Episode 2,158.0
9459,75000-1,Clone Troopers vs. Droidekas,2013,167,124,167,Star Wars Episode 2,158.0
9460,75016-1,Homing Spider Droid,2013,167,295,167,Star Wars Episode 2,158.0
9461,75017-1,Duel on Geonosis,2013,167,391,167,Star Wars Episode 2,158.0
9462,75019-1,AT-TE,2013,167,792,167,Star Wars Episode 2,158.0
9463,75021-1,Republic Gunship,2013,167,1173,167,Star Wars Episode 2,158.0
9464,75085-1,Hailfire Droid,2015,167,163,167,Star Wars Episode 2,158.0
9465,75142-1,Homing Spider Droid,2016,167,309,167,Star Wars Episode 2,158.0
9466,75191-1,"Jedi Starfighter"" With Hyperdrive",2017,167,831,167,Star Wars Episode 2,158.0
9467,7670-1,Hailfire Droid & Spider Droid,2008,167,249,167,Star Wars Episode 2,158.0
9468,K4482-1,Episode II Final Scene Kit,2003,167,3,167,Star Wars Episode 2,158.0
9469,K7153-1,Episode II Ultimate Action Kit,2002,167,4,167,Star Wars Episode 2,158.0
9470,SW911612-1,Acklay,2016,167,49,167,Star Wars Episode 2,158.0
9477,4526-1,Batman,2012,492,40,492,Constraction,482.0
9478,4527-1,The Joker,2012,492,57,492,Constraction,482.0
9479,4528-1,Green Lantern,2012,492,38,492,Constraction,482.0
9480,4529-1,Iron Man,2012,492,44,492,Constraction,482.0
9481,4530-1,The Hulk,2012,492,39,492,Constraction,482.0
9482,4597-1,Captain America,2012,492,44,492,Constraction,482.0
9483,5000728-1,DC Universe Super Heroes Collection,2012,492,3,492,Constraction,482.0
9541,4597068-1,Boba Fett,2010,170,1,170,Star Wars Other,158.0
9542,66479-1,"Super Pack 3 in 1 (75015, 75035, 75043)",2014,170,3,170,Star Wars Other,158.0
9543,66495-1,"Star Wars Super Pack 3 in 1 (75037, 75038, 75045)",2014,170,3,170,Star Wars Other,158.0
9544,75018-1,JEK-14's Stealth Starfighter,2013,170,548,170,Star Wars Other,158.0
9545,75022-1,Mandalorian Speeder,2013,170,210,170,Star Wars Other,158.0
9546,75025-1,Jedi Defender-class Cruiser,2013,170,925,170,Star Wars Other,158.0
9547,75145-1,Eclipse Fighter,2016,170,363,170,Star Wars Other,158.0
9548,75147-1,StarScavenger,2016,170,557,170,Star Wars Other,158.0
9549,7664-1,TIE Crawler,2007,170,546,170,Star Wars Other,158.0
9550,7667-1,Imperial Dropship,2008,170,80,170,Star Wars Other,158.0
9551,7668-1,Rebel Scout Speeder,2008,170,81,170,Star Wars Other,158.0
9552,7672-1,Rogue Shadow,2008,170,481,170,Star Wars Other,158.0
9553,8087-1,TIE Defender,2010,170,304,170,Star Wars Other,158.0
9554,9500-1,Sith Fury-class Interceptor,2012,170,746,170,Star Wars Other,158.0
9555,CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,2010,170,497,170,Star Wars Other,158.0
9556,comcon011-1,LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive,2009,170,3,170,Star Wars Other,158.0
9557,K7204-1,Jedi Adventure Kit,2002,170,4,170,Star Wars Other,158.0
9558,K720x-1,Story Teller Pack,2002,170,4,170,Star Wars Other,158.0
9559,swminifigs-1,Star Wars Minifig Packs 4-Pack,2000,170,4,170,Star Wars Other,158.0
9560,TRUGHOST-1,Rebel Micro Ghost,2014,170,42,170,Star Wars Other,158.0
9561,TRUTIE-1,TIE Fighter,2014,170,12,170,Star Wars Other,158.0
9562,TRUXWING-1,X-Wing,2014,170,23,170,Star Wars Other,158.0
9563,TRUXWINGTIE-1,"TRU X-Wing Fighter & TIE Fighter (May 3, 2014)",2014,170,2,170,Star Wars Other,158.0
9564,VP-10,Star Wars Value Pack with Free LEGO Backpack (K-Mart Australia Exclusive),2003,170,4,170,Star Wars Other,158.0
9590,4701-1,Sorting Hat,2001,251,50,251,Sorcerer's Stone,246.0
9591,4702-1,The Final Challenge,2001,251,61,251,Sorcerer's Stone,246.0
9592,4704-1,The Chamber of the Winged Keys,2001,251,180,251,Sorcerer's Stone,246.0
9593,4705-1,Snape's Class,2001,251,167,251,Sorcerer's Stone,246.0
9594,4706-1,Forbidden Corridor,2001,251,239,251,Sorcerer's Stone,246.0
9595,4707-1,Hagrid's Hut,2001,251,298,251,Sorcerer's Stone,246.0
9596,4709-1,Hogwarts Castle,2001,251,696,251,Sorcerer's Stone,246.0
9597,4711-1,Flying Lesson,2002,251,24,251,Sorcerer's Stone,246.0
9598,4712-1,Troll on the Loose,2002,251,69,251,Sorcerer's Stone,246.0
9599,4714-1,Gringott's Bank,2002,251,263,251,Sorcerer's Stone,246.0
9600,4721-1,Hogwarts Classroom,2001,251,75,251,Sorcerer's Stone,246.0
9601,4722-1,Gryffindor,2001,251,70,251,Sorcerer's Stone,246.0
9602,4723-1,Diagon Alley Shops,2001,251,85,251,Sorcerer's Stone,246.0
9603,K4706-1,Sorcerers Stone Kit,2002,251,7,251,Sorcerer's Stone,246.0
9604,4719-1,Quality Quidditch Supplies,2003,247,121,247,Chamber of Secrets,246.0
9605,4720-1,Knockturn Alley,2003,247,211,247,Chamber of Secrets,246.0
9606,4726-1,Quidditch Practice,2002,247,131,247,Chamber of Secrets,246.0
9607,4727-1,Aragog in the Dark Forest,2002,247,183,247,Chamber of Secrets,246.0
9608,4728-1,Escape from Privet Drive,2002,247,282,247,Chamber of Secrets,246.0
9609,4729-1,Dumbledore's Office,2002,247,451,247,Chamber of Secrets,246.0
9610,4730-1,Chamber of Secrets,2002,247,597,247,Chamber of Secrets,246.0
9611,4731-1,Dobby's Release,2002,247,71,247,Chamber of Secrets,246.0
9612,4733-1,The Dueling Club,2002,247,133,247,Chamber of Secrets,246.0
9613,4735-1,Slytherin,2002,247,93,247,Chamber of Secrets,246.0
9622,4750-1,Draco's Encounter with Buckbeak,2004,250,37,250,Prisoner of Azkaban,246.0
9623,4751-1,Harry and the Marauder's Map,2004,250,108,250,Prisoner of Azkaban,246.0
9624,4752-1,Professor Lupin's Classroom,2004,250,158,250,Prisoner of Azkaban,246.0
9625,4753-1,Sirius Black's Escape,2004,250,192,250,Prisoner of Azkaban,246.0
9626,4754-1,Hagrid's Hut (2nd edition),2004,250,296,250,Prisoner of Azkaban,246.0
9627,4755-1,Knight Bus,2004,250,244,250,Prisoner of Azkaban,246.0
9628,4756-1,Shrieking Shack,2004,250,450,250,Prisoner of Azkaban,246.0
9629,4757-1,Hogwarts Castle (2nd edition),2004,250,902,250,Prisoner of Azkaban,246.0
9630,65524-1,Hogwarts Express (2nd edition) Co-Pack (contains 10132 4515 4520),2004,250,3,250,Prisoner of Azkaban,246.0
9631,K4751-1,Marauder's Map Kit  (contains 4750 4751 4695),2004,250,3,250,Prisoner of Azkaban,246.0
9632,K4755-1,Knight Bus Collection,2004,250,2,250,Prisoner of Azkaban,246.0
9633,4762-1,Rescue from the Merpeople,2005,248,177,248,Goblet of Fire,246.0
9634,4766-1,Graveyard Duel,2005,248,551,248,Goblet of Fire,246.0
9635,4767-1,Harry and the Hungarian Horntail,2005,248,265,248,Goblet of Fire,246.0
9636,4768-1,The Durmstrang Ship,2005,248,552,248,Goblet of Fire,246.0
9637,4768-2,The Durmstrang Ship with Bonus Mini - Figures (Target exclusive),2005,248,544,248,Goblet of Fire,246.0
9638,4858-1,Doc Ock's Crime Spree,2004,288,57,288,Spider-Man 2,287.0
9639,4860-1,Doc Ock's Cafe Attack,2004,288,132,288,Spider-Man 2,287.0
9729,5000196304-1,The Hobbit - The Battle of the Five Armies (Blu-ray with Minifigures),2015,565,7,565,The Battle of the Five Armies,562.0
9730,5004261-1,"The Hobbit Ultimate Kit (79015, 79016, 79017, 79018)",2014,565,4,565,The Battle of the Five Armies,562.0
9731,79015-1,Witch-King Battle,2014,565,101,565,The Battle of the Five Armies,562.0
9732,79016-1,Attack on Lake-town,2014,565,313,565,The Battle of the Five Armies,562.0
9733,79017-1,The Battle of the Five Armies,2014,565,471,565,The Battle of the Five Armies,562.0
9734,79018-1,The Lonely Mountain,2014,565,864,565,The Battle of the Five Armies,562.0
9751,5001136-1,Buildable Galaxy Collection,2012,176,3,176,Planet Series 1,158.0
9752,5001307-1,Buildable Galaxy Collection II,2012,177,3,177,Planet Series 2,158.0
9753,9677-1,X-wing Starfighter & Yavin 4,2012,177,77,177,Planet Series 2,158.0
9754,9678-1,Twin-pod Cloud Car & Bespin,2012,177,78,177,Planet Series 2,158.0
9755,9679-1,AT-ST & Endor,2012,177,65,177,Planet Series 2,158.0
9756,5001623-1,Jor-El,2013,489,5,489,Superman,482.0
9757,6862-2,Superman vs Power Armour Lex,2012,489,208,489,Superman,482.0
9758,76002-1,Superman: Metropolis Showdown,2013,489,119,489,Superman,482.0
9759,76003-1,Superman: Battle of Smallville,2013,489,417,489,Superman,482.0
9760,76009-1,Superman: Black Zero Escape,2013,489,166,489,Superman,482.0
9761,76068-1,Mighty Micros: Superman™ vs. Bizarro™,2017,489,93,489,Superman,482.0
9762,comcon017-1,Super Heroes Unite - Superman - New York Comic-Con 2011 Exclusive,2011,489,5,489,Superman,482.0
9763,comcon029-1,Black Superman - San Diego Comic-Con 2013 Exclusive,2013,489,3,489,Superman,482.0
9764,SDCC2015-3,Action Comics #1 Superman,2015,489,145,489,Superman,482.0
9765,5002126-1,Martian Manhunter,2014,486,4,486,Justice League,482.0
9766,76025-1,Green Lantern vs. Sinestro,2015,486,174,486,Justice League,482.0
9767,76026-1,Gorilla Grodd Goes Bananas,2015,486,346,486,Justice League,482.0
